,item_embed
90,"0.19617072136066793,0.31054317747989696,0.3443232046056121,0.31187513187258525,0.2672360160210595,0.31119382700969517,0.3863316582557957,0.33582555400491143,0.2446058688825592,0.2003116399917516,0.22018046934863375,0.3430142410057223,0.21036358496017435,0.2827621676126217,0.32012164726615655,0.3424941567863802,0.3372073308572524,0.43212923582912416,0.3269210240182306,0.15197113468844428,0.18363577367365055,0.4443502189048645,0.24955719570766072,0.28774645154389794,0.2142195789115808,0.2995013756500334,0.14713200941780838,0.24607659900715484,0.21305915860762914,0.16119203384467398,0.13890565039833655,0.3469812532060976,0.27202161635727073,0.42925339797031936,0.35960899082955783,0.26866252417743397,0.2944224019010582,0.4452923653916527,0.31786643542902443,0.3672510366817106,0.17836057796280363,0.21116698548533497,0.2687234022466091,0.3801545281862067,0.20783918242451918,0.349625240330773,0.1613162074510528,0.09035292411407472,0.3032027580651139,0.19097234325293194"
91,"0.2602134477048265,0.2969028769055421,0.20923081835973795,0.2736705429373844,0.1263426922982915,0.2584311047529072,0.25460508753027145,0.20895254470330907,0.23402335061628715,0.25416418200694363,0.08658666465226664,0.2271725894774915,0.2996045517299375,0.20012749489347553,0.2242380111971658,0.22408892252543988,0.16252139130791757,0.25512043059206985,0.15069346047446916,0.18107027616842908,0.28300466594763835,0.19914021771371165,0.0918121680429739,0.20256560763294085,0.23266165797558333,0.20292932401750655,0.143495838280781,0.3382287653238219,0.17232835860773316,0.16315944312470826,0.15032435063188573,0.1536349768170233,0.22162710166521238,0.19539128074580092,0.21263238596475678,0.23825059910934465,0.23249107844868364,0.11857981158167082,0.20747689778452008,0.16627958667727877,0.17185911844646531,0.32262867815890317,0.2238199215048454,0.19200163778206486,0.2934437200133348,0.3162298856405696,0.17943786685641427,0.2861626825185554,0.18656182449656142,0.15134192523392498"
92,"0.1336970380163601,0.20867839250742512,0.19490729472521515,0.13284378855666004,0.2708534423346344,0.14712121644627751,0.24904519456747687,0.1562699430820036,0.20501297281820935,0.15866631703023507,0.16523981272244492,0.14398094542015197,0.1172604168706416,0.134875401462424,0.1185480935827132,0.149888059583964,0.21824733056468154,0.20035716366183315,0.10319128423639157,0.1521379389435782,0.14589284766042365,0.05213313383329499,0.18628253396555688,0.12910000588422027,0.11648783183685464,0.0794041340947155,0.2518565056854656,0.11202120868213394,0.1269909967664047,0.10366192973095964,0.16228936769084448,0.15919942118582825,0.14863448168486212,0.1966544179188813,0.16307404674554404,0.1991726864678663,0.16572936993619558,0.2648869335781886,0.021026579650287244,0.2074274885993289,0.02112336897101454,0.0639641664241701,0.1783278168725983,0.03451842561077007,0.23301491199219912,0.16454637923653054,0.12998425610602005,0.15904386965351397,0.13934339860469258,0.21872478054182531"
93,"0.09838232446844895,0.15245436234238527,0.41324539607822464,0.3844404184054477,0.43956241928367723,0.07599070409357737,0.3604743267950857,0.2282947811344928,0.176917934091932,0.31523122833231737,0.33844113970176676,0.2644745259220162,0.11338111711520342,0.11508773073946868,0.18631352142789723,0.19932312257785903,0.1873252411427736,0.1189088507335973,0.4784793484156919,0.25713964272929085,0.2584008543097822,0.19110972631925938,0.3914269361851669,0.18585334252217,0.25740572548092705,0.057733443106400224,0.23696295659777852,0.24548246899924778,0.2905255854285749,0.20772176720362484,0.41292153086412486,0.27549624780310067,0.2196691080071518,0.18199385662022002,0.1308160486186038,0.07047618764469162,0.27824976097487597,0.14965551347469816,0.38141561610664027,0.2789523123860491,-0.0414557193420293,0.2648237829324768,0.13257758415300896,0.3733847455654996,0.18103759949589482,0.31319966043986464,0.2381086798181267,0.18161367969794195,0.317100584853483,0.3533507146835218"
94,"0.11480553063253461,0.12336163164027734,0.076687121044183,0.14101913496515392,0.07937237970662633,0.06531851683307167,0.0030543184045600915,0.0892604198301259,0.12002231439315139,0.034850191655485335,0.04785147611357696,0.13744483889324535,0.12394921332231618,0.03730008298922864,0.01949029289092554,0.0546709098495882,0.0754710763279231,0.10353830189780872,0.10609534701044086,0.09357049731855184,0.05142023862557687,0.066853955467078,0.13224067322266472,0.048626165467142074,0.007396478215348562,0.10595775763456844,0.10800482174282894,0.12840999963357355,0.05134829511771781,0.0035607178184319447,0.044522750578202284,0.10121275311968275,0.06293100152786087,0.0462095900289054,0.04369950219953761,0.0629368395706099,0.125766166018681,0.08630394579107561,0.017428579118902887,0.03118357912233935,0.04076514650900322,0.08537303125444264,0.04534477095047585,0.11058695458187716,0.10031129434818536,0.08312819440930028,0.03525268514923612,0.09605479552762759,0.12887322848160623,0.04710830703008604"
95,"0.13394294877053034,0.03813552620656714,0.13375348062167625,0.12811675227878058,0.026807505314190367,0.07134620852088956,0.06799188862432388,0.09202422851185887,0.04275036725336449,0.020507656359077208,0.04312716003423778,0.061172892492978324,0.09214980678993069,0.039407077225751014,0.0303464299980984,0.019950587541431492,0.06217888347283594,0.13495735242013088,0.08592261569577865,0.07458785010552224,0.06068393186622503,0.019453606878142883,0.10023467511584737,0.1226646078867494,0.03567493731024005,0.0017739306427703631,0.01697563635482681,0.09066518603107275,0.06319155969486645,0.057713171759282235,0.010769040150291143,0.09417804468009587,0.039597143553636804,0.10248286860638044,0.03767634001674821,0.12943927451761292,0.12307511273832494,0.05022741700647816,0.04018407974197536,0.13514358674202723,0.047055356042692974,0.015007910462323653,0.05231530168089359,0.07592911276269795,0.11235613813429672,0.005154486979481238,0.12312050840585045,0.08899546693432894,0.005800487176915302,0.11627425396261708"
96,"0.020937446096640014,0.01065552498061853,0.11436303255289568,0.0860086759350139,0.027682727423042137,0.0540175521271505,0.10806421779306136,0.06333545583184755,0.05583724684077678,0.13685299411130117,0.08574723361195971,0.02156352587171015,0.08427066381590782,0.0671655847932075,0.07596877989352124,0.017655329266798372,0.06960659832171741,0.039319199256211926,0.13561015633157236,0.038371182270690515,0.10017385293284162,0.0018189240324429981,0.058384875729834404,0.04018055266177596,0.04372588650913345,0.07250281711869522,0.01859272634498649,0.10268811219386392,0.13855944966778166,0.018553114873413774,0.06524475787827146,0.10187788287240813,0.1116927525217163,0.08376026520945601,0.028792259897121465,0.12300719939191605,0.05578138254282638,0.11524753740423865,0.06446209081620831,0.08820519282289346,0.129744742082902,0.09791779498011548,0.07802428955852078,0.08881444886448088,0.002073875355463251,0.12567244023401164,0.016480426624501113,0.06863914270203168,0.022203336885663,0.02092895308815388"
97,"0.364272551244954,0.3921620658612089,0.3566126305540144,0.2846809654174946,0.3445866821500236,0.34295657027617266,0.36400832134699845,0.3410352495010433,0.31725436845852745,0.3251449565051501,0.35077822259460917,0.42082413297979215,0.3557434695917163,0.20606293747073587,0.26298984367452116,0.43621863252649634,0.35225891170809476,0.3258885022252075,0.5080917666759115,0.3817082355830046,0.3780648559552612,0.19779738146460005,0.4060766724944501,0.30553809855611647,0.2221783962830083,0.18610716223003113,0.2877435413213433,0.19092994137898822,0.3887018190882131,0.3220971990539737,0.27281286986313547,0.34589663283781186,0.4604674753099003,0.22780365871612046,0.391821979322733,0.24522500508642434,0.35006354666729067,0.2559232720932516,0.34340493823345214,0.42408010283541564,0.172358901697849,0.3199385370457486,0.19109958586719786,0.3996571995292782,0.3250294563432004,0.3812550058733979,0.33799838385148817,0.4175184140984841,0.40993796190945786,0.20826352112362523"
98,"0.36454476235509975,0.18630144261857728,0.2916077828088335,0.26309088974229417,0.36726394207967394,0.20946843505263293,0.30319447737181865,0.3409568937960544,0.36800023200845966,0.3421824488706421,0.18444939988693507,0.2966584086613466,0.22528610617086486,0.3050389758009951,0.4208854374413021,0.19474505165982828,0.1210163259605585,0.11734029370180653,0.3031707045782503,0.32041949517951945,0.23566505971762172,0.26333084238343984,0.20195352882527767,0.3208636074122426,0.29971244761142574,0.2784930780130143,0.3787897311153903,0.301865271115251,0.30749395976427735,0.26161095278797647,0.2788707676716892,0.2685302531237542,0.11805045360090186,0.3137762250046496,0.3355759703684854,0.2298652871340213,0.30258400403851354,0.3006435008980455,0.2891989512977693,0.3333898028869471,0.1984023889235011,0.2619665632376394,0.39743588235204796,0.05685755156453542,0.39597059287129777,0.280994927132209,0.32000612388364796,0.25367467182357994,0.1153331918679056,0.4177154473552538"
99,"0.2136784203010565,0.07613376825012527,0.20116282803615412,0.20908054267121617,0.23804841320311018,0.253688268932911,0.11002878529152428,0.3355459621399981,0.20896329369804345,0.2727378444535742,0.19495680439965948,0.3290971629624528,0.15539467560841108,0.11653076360481046,0.2035124192477136,0.2220496598420769,0.08913618210578535,0.26062492836021284,0.25358073165568007,0.21464262092419373,0.14309299628677552,0.2257350557232845,0.1260220821461407,0.03290020462042271,0.04546535578090053,0.20942938269449365,0.2520333116605907,0.136388517004823,0.14275966207011215,0.2190782197167052,0.24326628940693001,0.10689772348392058,0.20878565363911103,0.24632350248475168,0.18866568913113468,0.19363339227082207,0.12536500028405587,0.2302790830684784,0.20468587973217775,0.09155176629610162,0.31661466070060335,0.24993622753994435,0.29876684499027645,0.15856244719678966,0.226226867637992,0.2867696542960961,0.15899411015084725,0.1964443055376656,0.07597681408324126,0.2355966770084495"
100,"0.02031198359668562,0.0861550824178779,0.06453373098933989,0.12148078050562092,0.10156944950258472,0.03190880309102104,0.08601966086241639,0.024069122552624143,0.10127358482548347,0.08027364290830162,0.11933876228614632,0.03189729185226958,0.07553732479132279,0.1402020785801362,0.12600380321219715,0.06561718895860956,0.008131906921446903,0.09585406671398317,0.02745922113839644,0.05270760062323526,0.058254913583450724,0.09563093919026763,0.09843107254817277,0.060315908030699826,0.05158730543313231,0.04385442568270108,0.027505271380494457,0.007349915107682065,0.06117006947878668,0.11351735977995028,0.07239319618323412,0.08258411133959105,0.07107010222811362,0.1056918788792699,0.10062059400067844,0.10604621666865004,0.06590705077787631,0.042613688896060695,0.10061743767585536,0.1365007890734932,0.09706000333677119,0.005013000927578186,0.12347721029134388,0.09012164438053144,0.030645195862073545,0.1378643829775259,0.06214660843908506,0.10910082233758459,0.02033090024277995,0.07971549610757486"
101,"0.2628880599649412,0.24892944448590587,0.1764204440337808,0.20106833705426821,0.1054128691665165,0.3116406294412979,0.23028065799833639,0.23322949454601336,0.2978191142849629,0.21291287214048707,0.17122250978344222,0.27910825800443595,0.2478565930981432,0.16386591939674128,0.23358356262844962,0.24628057743610715,0.17942874686076532,0.25799485352906304,0.2027622663636255,0.17491544434396286,0.20396871002842376,0.24706733550302135,0.0898295770909584,0.1935762961464588,0.29184904859354016,0.19429754426188695,0.22333081248392864,0.2865691465610685,0.18611829314475323,0.1809845503706364,0.17548668633473624,0.20515099751228957,0.22015256373995165,0.2091371544582043,0.10867111109783768,0.24920418406312264,0.1823204210070492,0.1120380972300014,0.23014781186914726,0.23634538322375287,0.18908684434525042,0.31359113038006065,0.17271106132929895,0.14447079315403574,0.2548038130869838,0.23862006491192653,0.2187373932709984,0.25077996884781445,0.2527012555483754,0.22308622796346414"
102,"0.2571043823981111,0.328037996522896,0.24066180735655518,0.2990900063652382,0.3380869766055811,0.3759119522238426,0.3185118352347759,0.41594257261116524,0.18139474888606857,0.20503642658651106,0.35529297420834177,0.22256369321104208,0.2899097315684255,0.24254940761372074,0.34199977342584903,0.2191466411445378,0.32826592819083045,0.20361344358755648,0.28791901922447133,0.20722304841336664,0.3684784442135502,0.36511309575186573,0.32890837595373135,0.1755418028307133,0.32413979193451836,0.3554632974833243,0.290135752583961,0.4316480100546416,0.11189454279888905,0.4418211523965063,0.14685191431642328,0.401802509798287,0.27177491783866853,0.21859222661951036,0.33270426307757517,0.25295306543737456,0.24574969889829415,0.36538477990179785,0.32475532059892936,0.15034476666068572,0.14767840473279867,0.43820757286760104,0.36839071793096007,0.09751479954902004,0.37663373553085877,0.16940831341076257,0.14836685693510432,0.2471823967672191,0.22987689117287977,0.2696080935725354"
103,"0.3317245069190289,0.3166787524998333,0.2429110884804766,0.3564680609439475,0.21154022732110012,0.3785337206492332,0.2912750742202161,0.2250609470798801,0.4141342124417487,0.2826388690841846,0.15993845579889315,0.3555418751406958,0.35408212663545363,0.22177495250619175,0.2946259863953675,0.3199428450394491,0.263624489326225,0.23265719576779054,0.2819155634703996,0.30914430312406516,0.3599590369341791,0.33653023186427167,0.2119182228865052,0.27185817521809413,0.36466961550490495,0.25260035135253955,0.21439933494287078,0.41734056103714706,0.1916431847903089,0.294853105887785,0.235299642838207,0.20544031546485036,0.38225760081177085,0.2976935068660244,0.173359855929745,0.2796807403698578,0.3268898840996059,0.1666746096337817,0.20791286223325126,0.25209515339347904,0.3213310771575558,0.42115355672243165,0.23679809896216486,0.21808749860680662,0.3865269517819781,0.40772077414853747,0.20049667093993706,0.27652924271739854,0.27686542646855106,0.18930862834640577"
104,"0.26212792477538516,0.1763400264415841,0.18449630435132552,0.2151124821142027,0.27494549549385405,0.4008564971482105,0.16228708985212792,0.43731540530100693,0.19373102467956363,0.2554001547058589,0.08917188283499339,0.17638841949080705,0.28114910567591495,0.3671100468460954,0.20786465389303943,0.3255874899117357,0.41176854181215616,0.25767772465691724,0.30349499150336673,0.18672240176059246,0.40297480290988674,0.05457878349335513,0.18485861112073498,0.2207306651223421,0.2804622270697585,0.17885891148494726,0.22274079848120198,0.2522545953246544,0.249582485867754,0.22624433685524867,0.16024413627967893,0.2464975944801816,0.3815782939478351,0.2488457382833356,0.20289497034087534,0.20892973163478057,0.13890703998466158,0.26162889649136756,0.3651633401870215,0.3578926395401545,0.41202081731977097,0.28741305717585686,0.4212516761579756,0.2621866093320708,0.38997727591486914,0.3914300250194118,0.36407361894541423,0.1189367000521149,0.18728678148077904,0.37117337969982683"
105,"0.03168493361521904,0.09847292896328487,0.0994802953237117,0.11232360042568208,0.04830143733112992,0.03470602932113125,0.04353268759107345,0.0857831739696726,0.07769360833525878,0.14014806273737856,0.08046905395586798,0.01900619364466818,0.051967310053915965,0.08575821413540491,0.07833335646573193,0.09990275448841206,0.016178370745889414,0.007052406531964125,0.09198030899381099,0.08906971408737545,0.005903426424776545,0.0005059600118481626,0.05205514688050561,0.09145711681026941,0.11235840607351298,0.10585909143490033,0.04465841685037779,0.10801028256837299,0.03877364297955386,0.10850534916115916,0.12477731791065659,0.06465127109210503,0.04221852084510775,0.10670132997301164,0.12929220989345255,0.03533226391357912,0.009500581295925504,0.12276526308915155,0.07943244086210938,0.13539910175784,0.09943877826551366,0.040966578165470564,0.06722988600609242,0.0034947686582310782,0.007809068349713745,0.03684566378746188,0.005112348636255917,0.11888969066409628,0.09098496115346792,0.02502452246843688"
106,"0.025681048528150927,0.06716685264411855,0.008183100552516061,0.03900036476355417,0.06827108485351324,0.044084806564792224,0.0551735539999522,0.1069970861166746,0.060403295379418735,0.08371186014801538,0.09550138662800524,0.10818405030454464,0.11928997144814883,0.09775189753673999,0.0348676448467718,0.13671712738858813,0.009918479121835005,0.027938829394544066,0.034828374605494455,0.008772320758540543,0.037525242793644074,0.12215885736699993,0.1027020614697183,0.06685435906454064,0.008343951729433917,0.042657244878776715,0.12359659549337611,0.12466681145985992,0.11351160533216893,0.028554693960563447,0.11708432413754856,0.11416450429000469,0.0691557019939518,0.11154921832075865,0.13582040949638374,0.0697071408420951,0.0629264817273357,0.13004380708103863,0.05968461608022659,0.03741016097730021,0.023753805955274654,0.0021588684092645914,0.0771682872932747,0.13602162577654078,0.1303516018260095,0.07370958853801027,0.06807904110155974,0.010811712409940423,0.13366653934804937,0.052414027601976554"
107,"0.09635190718654033,0.28310111501220014,0.2100198293737078,0.4629385821022303,0.29568737020335234,0.19414773678026634,0.34653957774123667,0.41104128373024884,0.1349250431229712,0.3190646694451875,0.4518252700324308,0.2896569714103736,0.1683509763431306,0.387482358374342,0.08273766628655502,0.5290603175655315,0.19190379173092448,0.1280781995193153,0.5453144299715237,0.29578964517997336,0.24731523402030456,0.28633182218250847,0.3785889574139942,0.17326338924776719,0.30758952254027966,0.0930285966817032,0.08032931828093079,0.06508505319487386,0.35666194970473747,0.347858295825936,0.2612140676959768,0.5131818272415627,0.2628710453010662,0.24086059292858017,0.3836701221463735,0.5311600117330069,0.1107758332041908,0.211648616227699,0.23573545384388825,0.3161769268077805,0.2814122151683779,0.2802603482782631,0.3954409344708945,0.47398822785166955,0.16776807674834598,0.4878741941614585,0.3014859499073586,0.3183920307727742,0.3490187667257245,0.15147503147598215"
108,"0.06846331212374385,0.07998473945227737,0.09365842779971535,0.10743880658443447,0.08753685044739376,0.020215013691193506,0.05148333360549885,0.1157033259800922,0.08583669912444013,0.010111492793213526,0.13075624485479317,0.09267040065596295,0.0035030673853877915,0.12985145133642662,0.008552464142056916,0.07215543866837856,0.015959868423571572,0.1346443436377438,0.04956410949347007,0.1002926882078529,0.0498830888005242,0.055526299691677425,0.005894341135062911,0.11317432045274772,0.11469490445464177,0.008922850142353738,0.10601531222163725,0.00010588003375246147,0.09754632263917337,0.0397804089362171,0.10536870535908216,0.07201159754831297,0.006254479938186638,0.11006624019904963,0.07723610118714618,0.06529683677059783,0.08802975371265766,0.004083159732372695,0.04410249142047094,0.11288980376158066,0.06355074636163104,0.00405818625273047,0.05640295256493786,0.04338992430204238,0.09551245049985331,0.11505538645070931,0.06511689718903386,0.02675770696226305,0.05455062777871181,0.02382622164730571"
109,"0.05348355537243192,0.02884715494386362,0.09090586612240331,0.03234623157495332,0.13946503070184255,0.10717955742114954,0.0921158080283876,0.009812243194957344,0.040210097485607776,0.13031226114831868,0.025615218882136383,0.06399760576961978,0.06593147154894391,0.07900290327330978,0.0052792462428856895,0.03259585403027289,0.015669186474869107,0.07545128995572818,0.036762114404614264,0.045551831167296906,0.05472060647280038,0.007158499297788749,0.10133461823742185,0.029630111042643036,0.12092430031996092,0.13453840017901053,0.1100563758119341,0.06065288823750794,0.13735521649080784,0.0004370696324644924,0.036465682990591296,0.06444223878278811,0.025962986636621586,0.036610886907828086,0.11178259162923278,0.06405612180899957,0.06088942994943805,0.08382197630855054,0.11442730167065877,0.09826088612632793,0.003245326032955695,0.13229431176797268,0.0029681107723833282,0.055448897386488664,0.0728847193653034,0.13231095559842831,0.14097269819666555,0.09658407746876647,0.1307148081792579,0.08004125008764597"
110,"0.04226380689581468,0.029831929867748228,0.04287923178192633,0.008993315580846392,0.07571743511138064,0.04705719228833853,0.06295377853867878,0.0896998410356659,0.05927153383111465,0.109140564478756,0.11737677528700005,0.09157482122080055,0.108816225401598,0.03050468221293752,0.03646680288525922,0.04171124808393184,0.088802056521959,0.026563208254033518,0.0030838472061472384,0.06529158104344143,0.09910028175559274,0.11295152255954316,0.13938746490567983,0.049478124216880096,0.04040321174322802,0.09214159807122652,0.10113706126840373,0.08272502713852461,0.003197307809153702,0.06970711632269398,0.07199877806498091,0.12702570151113954,0.03738958089747374,0.097304836970436,0.055336100617046205,0.06581813305462463,0.04359845765769277,0.12630603181626537,0.09807699984201305,0.1126588427423179,0.0969679153044254,0.06054215105138636,0.08394912537450133,0.06751128905282971,0.13880595700290607,0.0863572600742862,0.07813065729184267,0.13231231609145852,0.12014386151927416,0.060135980405222174"
111,"0.256410298181846,0.23152600562277842,0.13859972655200517,0.2122252845920468,0.2421650333971212,0.1497168286552413,0.1914859068632809,0.25588565350738085,0.3069963440029367,0.2621753226809816,0.15903691260118433,0.23502508666727046,0.1303548656602696,0.21638809915797683,0.3135792512969787,0.09949926550806416,0.07098307785371812,0.04978656630601353,0.2190599098773161,0.20523977191348458,0.12030944221849246,0.1292059036865479,0.07239303529348812,0.24550936104168228,0.13856595752152054,0.20082173221429833,0.28850168460644243,0.15365917745713617,0.28223132238165594,0.21509708605170264,0.1653396219998591,0.16106647075725988,0.047553339238933,0.27407921137283175,0.2818088119256205,0.22531628703627743,0.2006680092805969,0.2635678961464603,0.2564250380823201,0.17811865098954113,0.1984717865201599,0.22401306844686317,0.3294933171105449,0.03309034949508512,0.2642790860660842,0.22071676686874392,0.21733734436715427,0.161574006023257,0.07980503668443216,0.3413675414453461"
112,"0.1605955418417662,0.11828435200618176,0.12478801626200393,0.119368658372986,0.15745853436691487,0.15265025038742744,0.1388209646212402,0.10908788230642077,0.1420251043337573,0.18737440424756477,0.1768931258428335,0.09178625682952864,0.15686108011480066,0.12924211073169029,0.12985818201935054,0.1034869537279138,0.0633542554772318,0.1159162041103912,0.18275922157949817,0.0858100217047908,0.16170927238746835,0.12260461659394474,0.15420216681330992,0.1397697214719801,0.16642552180822,0.06643731883525145,0.09391723552755452,0.1407338721574571,0.11490213876639065,0.09921764725620298,0.17508833593156287,0.12503248375147724,0.11527211459382411,0.15323384777452823,0.1635818553780505,0.11465836492964575,0.11391696006624404,0.07025073266531429,0.18364589768263528,0.1423506065324108,0.05644160534097749,0.12234693766706144,0.13021590243491138,0.15593083546692013,0.1565849078083961,0.10294551691705782,0.15727362647909843,0.1090652934353092,0.1099355604219208,0.16697689119258038"
113,"0.01934834949937837,0.056739668235291016,0.1233026376335677,0.03426963048703441,0.13505740238801184,0.06591343808417001,0.027724898327646838,0.10672877037874189,0.027166824501011464,0.03003356377012015,0.05654442504125537,0.08423312730277445,0.13260128147303454,0.12689951834258242,0.10481343728114982,0.11239000909542067,0.05933269996261407,0.06014829004763497,0.039598106868283606,0.06129929142895161,0.1401306681853317,0.033325068149065204,0.07467195943936007,0.10422815267126274,0.10172654030901204,0.025249335994804657,0.10109617658483669,0.047172954948926274,0.05564515357245244,0.11228310095030437,0.12534401229657463,0.044422439301500694,0.032092482193585466,0.11332672082974156,0.1010934827891263,0.06745194421703281,0.00827069078535273,0.0014534575985943282,0.08131048601174337,0.0010205920526867255,0.13076417536631924,0.036411508793555966,0.13855441664985532,0.08969776466041247,0.1118603795267774,0.0199812196034888,0.02815901599229873,0.06931572672824432,0.024100665750767806,0.0433282992342917"
114,"0.23902614790118562,0.08133247835977396,0.28136080998589086,0.03261993460525238,-0.010914295990656513,0.11114913764260446,0.12549847108599915,0.25457480420110734,0.36765706630486356,0.23150083639779043,0.17977263104237434,0.3873614267387168,-0.0018328394111565382,0.14770987837216623,0.10706992225267326,-0.024681760557551783,0.36343123021512924,0.13868642210458482,0.10847187154386875,0.14363558568785054,0.17881368084735655,0.1277233496804522,0.027620583061443525,0.06442154940522356,-0.004691307260974834,0.1623558448566553,0.07341854900470073,0.14114787696592193,0.08376151588615885,0.14502617254940398,-0.04354344801252876,0.1464094418069021,0.05277070421865038,0.2451434163092194,0.12769181975809935,0.21242645973237909,0.2091753700028803,0.11660391995070075,0.3879082030202786,0.07864707094912154,0.10521483377607609,0.3273353546067457,0.031152413770420113,0.16809890916137987,0.11920559569477603,0.14879932289930356,0.14931933039091974,0.1367232619570899,0.2380268090026573,0.08145926525972712"
115,"0.10534702877874458,0.06632104707951396,0.0008203787253356998,0.10258581659194688,0.028127865504937347,0.01120569256334687,0.02369659284388671,0.12429665632216663,0.12545626848242203,0.025774194629149327,0.10219857909335853,0.10146440001320305,0.11880333249638166,0.08795484876611989,0.04432744870029925,0.0266622402338397,0.10643785164463755,0.05836356821235028,0.130311354672322,0.012635821413372736,0.07909450342483909,0.04247283795577945,0.01660355567852854,0.02846439784852551,0.12604923297255863,0.004441331476787989,0.026143861463366436,0.1279213170444012,0.012053394038952673,0.056930013106796386,0.1409513109853388,0.11079191170543787,0.033943737219426444,0.02509931937536219,0.09144555400261589,0.02576522146081547,0.0865543909268999,0.04737971499032053,0.029505076854259134,0.09420301035338181,0.016979522635946032,0.10600697412784534,0.0004124161778242773,0.12987038825437697,0.11302427456790246,0.08490185394577611,0.019433525069734083,0.13526865529733054,0.010675457540801254,0.046519513395554615"
116,"0.02646706648367304,0.06179869200212358,0.08881057854163804,0.04170937013116958,0.11746193975390229,0.050945218125139274,0.06473122439915796,0.1318007019512745,0.03555284122424273,0.059802673914561746,0.06501690841950405,0.028886833753807326,0.07271061294749083,0.10387737422279625,0.08349094111427952,0.06834189271489348,0.06688118691731336,0.055552917538242916,0.10572440671146675,0.03103932535838401,0.07938932348076685,0.05458631502040433,0.03317396303928404,0.09981553716721071,0.020258784033352364,0.07190625908537414,0.0786564261463083,0.1294677374134214,0.013283163502681028,0.10213344617115239,0.06685491278219492,0.10943669587037641,0.05755108722181405,0.1138591405541137,0.09901728738288484,0.04796625304914253,0.10333222494043445,0.029507075486687587,0.06060657704503108,0.04541897293732671,0.05482888631132002,0.017494649885828276,0.033893108114388386,0.04771361392962594,0.12479703757215552,0.12844739597505536,0.09982691698009409,0.06458146410639518,0.10944215150664181,0.10359861613792952"
